jam_penggunaan_media_sosial,jam_bermain_game,jam_streaming,jam_pemakaian_aplikasi_pesan,level_stress,kategori
1.01,2.73,0.42,1.58,49.26,tidak stress
3.11,2.2,2.28,1.44,67.27,stress
2.83,1.39,0.0,0.15,60.92,stress
2.97,2.56,2.4,1.58,2.44,tidak stress
2.35,2.98,0.6,1.02,48.61,tidak stress
3.62,0.64,2.77,0.77,97.96,stress
2.21,2.58,2.5,1.3,52.48,stress
0.85,1.15,4.4,1.38,24.33,tidak stress
1.51,0.38,2.58,1.5,77.59,stress
3.28,1.95,2.16,0.98,71.15,stress
2.77,2.12,2.5,1.44,92.23,stress
0.95,1.3,2.67,2.12,81.55,stress
0.76,2.11,0.06,0.95,57.48,stress
2.85,0.81,2.36,2.39,94.43,stress
0.85,2.11,2.07,1.7,92.42,stress
1.84,1.24,2.51,1.63,35.92,tidak stress
1.36,3.32,2.13,1.44,44.27,tidak stress
1.6,1.27,2.62,1.07,4.15,tidak stress
2.25,1.9,2.06,1.55,13.88,tidak stress
0.95,0.49,2.36,1.0,72.68,stress
1.96,2.14,1.08,1.77,79.18,stress
2.94,1.3,1.28,1.45,44.68,tidak stress
2.07,0.0,2.36,1.35,18.05,tidak stress
0.61,2.57,2.38,1.35,51.17,stress
2.18,0.0,3.39,1.64,10.45,tidak stress
2.52,2.76,2.24,0.6,6.9,tidak stress
2.72,2.43,2.02,1.44,96.65,stress
2.09,2.14,1.54,2.65,44.33,tidak stress
1.28,2.83,1.72,1.73,85.02,stress
2.2,0.0,1.54,1.41,16.35,tidak stress
1.52,0.18,2.37,1.86,98.72,stress
1.7,0.0,3.63,1.98,24.8,tidak stress
1.42,1.47,2.6,1.28,6.64,tidak stress
3.07,1.32,2.34,1.93,62.4,stress
2.92,2.33,3.99,1.55,87.13,stress
3.25,1.84,2.59,1.67,22.59,tidak stress
2.58,0.63,1.3,2.5,49.09,tidak stress
1.33,2.82,2.31,1.7,81.45,stress
4.02,1.21,0.0,0.78,91.35,stress
3.75,1.61,2.35,1.47,22.99,tidak stress
2.2,0.0,0.55,1.23,42.56,tidak stress
1.71,1.41,4.17,1.09,50.19,stress
1.42,0.72,3.57,1.95,37.95,tidak stress
3.51,1.96,2.71,1.34,56.54,stress
1.49,3.04,0.76,1.47,92.1,stress
0.21,2.33,1.7,1.02,47.05,tidak stress
2.8,2.9,3.72,0.7,54.78,stress
1.03,0.3,3.01,1.73,38.6,tidak stress
2.99,0.48,2.9,1.0,73.11,stress
3.31,2.43,2.63,0.67,15.51,tidak stress
1.04,2.18,2.06,2.36,36.61,tidak stress
0.52,1.0,1.75,1.21,89.55,stress
0.55,1.04,0.0,1.65,71.37,stress
2.18,1.07,1.42,1.19,20.85,tidak stress
1.21,3.16,2.88,1.4,27.29,tidak stress
1.72,2.63,3.17,1.84,81.93,stress
1.31,0.52,2.78,1.73,67.31,stress
1.95,2.93,2.58,2.54,48.0,tidak stress
0.7,0.95,2.77,1.17,46.96,tidak stress
2.16,0.81,2.2,1.26,1.08,tidak stress
3.34,1.19,1.84,1.06,56.71,stress
0.84,1.55,2.73,1.91,63.33,stress
2.06,1.38,2.04,1.01,77.24,stress
2.49,1.91,1.98,1.77,43.72,tidak stress
0.8,3.26,3.43,1.18,79.4,stress
1.03,1.84,1.2,2.29,81.0,stress
2.6,0.16,1.67,1.16,78.13,stress
3.12,1.03,1.12,2.2,5.52,tidak stress
1.18,1.73,2.44,1.54,3.51,tidak stress
1.2,2.17,2.32,2.32,21.63,tidak stress
2.08,1.0,2.55,1.19,10.69,tidak stress
3.25,2.69,0.77,0.61,0.05,tidak stress
1.72,3.51,1.22,1.39,18.7,tidak stress
2.28,2.34,1.54,1.86,50.78,stress
2.32,1.9,1.66,1.56,31.39,tidak stress
2.7,2.23,0.55,1.34,3.35,tidak stress
0.88,1.73,2.64,1.56,47.46,tidak stress
1.87,1.62,1.97,0.59,58.12,stress
2.58,1.36,0.0,0.67,99.69,stress
1.27,2.26,2.57,1.11,19.02,tidak stress
2.23,1.37,2.25,1.33,98.89,stress
2.26,0.0,1.74,1.72,92.75,stress
1.87,2.51,0.99,1.93,79.14,stress
2.65,1.51,0.81,1.24,53.47,stress
2.44,2.18,0.88,1.02,89.4,stress
3.91,0.52,1.72,2.63,74.06,stress
3.5,1.85,1.77,0.35,32.14,tidak stress
2.04,2.29,2.77,0.88,54.21,stress
1.95,0.29,3.29,1.05,40.0,tidak stress
2.32,2.5,1.42,1.07,52.85,stress
2.47,2.07,2.44,1.01,36.98,tidak stress
4.05,1.93,0.44,1.31,76.94,stress
2.46,2.09,0.93,1.84,84.55,stress
2.02,1.76,0.12,1.89,48.89,tidak stress
1.99,3.25,1.68,1.32,45.1,tidak stress
2.1,2.05,1.55,1.36,14.77,tidak stress
2.27,1.74,2.46,1.08,27.4,tidak stress
0.0,2.26,2.19,0.82,47.5,tidak stress
2.25,0.54,0.36,0.99,57.08,stress
1.86,0.69,0.0,1.79,40.91,tidak stress
3.35,1.61,2.32,0.95,25.19,tidak stress
2.52,1.64,1.81,1.75,91.99,stress
0.0,3.35,0.94,1.57,50.37,stress
2.47,2.0,2.69,1.09,56.98,stress
3.62,0.44,3.05,1.48,79.01,stress
2.36,0.0,2.95,1.38,72.65,stress
2.22,2.16,1.06,1.6,53.88,stress
1.63,1.41,3.03,1.54,17.11,tidak stress
1.71,0.35,1.48,0.91,89.04,stress
0.0,0.41,1.17,2.09,32.84,tidak stress
0.41,1.29,1.19,1.53,9.63,tidak stress
2.77,2.76,3.09,1.38,19.93,tidak stress
2.32,2.03,1.28,1.8,31.55,tidak stress
2.42,1.45,3.03,1.6,22.77,tidak stress
2.83,2.19,2.07,2.08,11.29,tidak stress
1.79,1.09,1.09,1.12,51.46,stress
1.9,1.39,2.54,2.0,95.12,stress
1.55,1.41,2.4,1.56,54.23,stress
1.49,0.14,2.9,0.84,88.92,stress
1.77,0.82,1.35,1.09,52.86,stress
4.09,0.96,0.93,1.81,6.95,tidak stress
2.63,0.0,1.32,1.31,50.98,stress
1.7,0.7,0.0,1.19,35.87,tidak stress
1.26,0.96,2.11,1.12,57.76,stress
2.8,2.74,1.89,0.92,44.01,tidak stress
2.88,2.45,2.94,1.82,49.88,tidak stress
2.67,1.37,3.59,0.72,15.64,tidak stress
2.17,2.29,0.84,0.84,21.45,tidak stress
1.3,0.0,0.86,1.45,87.45,stress
2.51,2.27,2.65,1.37,92.66,stress
3.52,0.88,3.04,1.77,94.76,stress
1.71,1.54,2.77,1.57,41.75,tidak stress
1.31,1.94,3.98,1.78,75.18,stress
3.12,0.17,1.14,1.81,0.24,tidak stress
2.21,2.28,1.27,1.75,82.71,stress
3.63,0.71,3.9,1.24,76.82,stress
3.53,0.0,2.77,1.66,11.53,tidak stress
1.44,3.4,0.14,2.33,23.45,tidak stress
0.91,0.0,2.15,1.63,47.41,tidak stress
2.95,1.32,2.15,1.86,58.8,stress
2.1,1.56,2.4,1.27,9.9,tidak stress
3.32,1.33,3.24,1.93,6.42,tidak stress
1.12,1.82,3.17,1.17,43.12,tidak stress
2.59,1.04,0.14,1.46,80.82,stress
1.62,0.7,2.7,2.07,18.91,tidak stress
2.81,1.62,1.59,1.81,46.25,tidak stress
2.56,0.27,1.41,1.84,49.05,tidak stress
2.03,2.87,3.32,1.36,57.66,stress
0.0,0.0,2.81,1.46,66.42,stress
2.08,0.1,1.25,1.59,95.94,stress
3.85,1.33,3.59,1.49,18.47,tidak stress
1.36,2.7,1.11,1.47,97.25,stress
3.29,0.13,1.49,1.67,9.85,tidak stress
1.86,0.8,3.11,2.05,45.38,tidak stress
2.98,2.36,2.13,1.76,44.51,tidak stress
1.53,2.4,2.12,1.79,83.8,stress
1.16,2.22,2.39,1.78,16.23,tidak stress
0.0,1.53,2.11,0.83,75.95,stress
0.55,0.44,2.17,2.35,39.91,tidak stress
3.37,0.44,3.2,1.72,38.0,tidak stress
3.79,0.0,2.48,1.34,93.58,stress
1.89,1.51,2.31,1.56,94.27,stress
2.73,0.51,1.54,1.42,72.41,stress
2.83,0.21,2.61,0.66,15.44,tidak stress
2.09,0.7,2.15,1.16,5.75,tidak stress
0.87,0.97,2.47,1.0,69.55,stress
2.41,0.0,3.2,1.92,7.24,tidak stress
1.95,1.4,3.33,1.47,4.86,tidak stress
1.73,0.81,0.87,1.57,90.76,stress
2.81,2.07,1.82,1.33,54.16,stress
2.43,0.61,2.9,1.62,54.47,stress
2.42,1.53,0.42,1.35,41.61,tidak stress
2.97,1.87,2.41,0.8,15.88,tidak stress
1.26,3.43,2.42,0.82,68.14,stress
2.64,3.85,2.3,1.35,93.02,stress
2.09,0.0,2.49,2.09,92.97,stress
2.38,0.0,1.62,1.03,31.48,tidak stress
1.76,1.45,1.58,1.51,75.98,stress
2.02,1.27,0.49,1.78,95.21,stress
1.36,3.52,1.56,1.78,94.49,stress
3.44,0.2,0.73,1.67,48.15,tidak stress
3.42,1.1,1.46,1.85,8.45,tidak stress
1.66,0.53,2.94,1.28,26.8,tidak stress
0.0,2.14,0.7,1.07,82.61,stress
1.64,2.96,2.97,1.89,10.68,tidak stress
1.37,1.13,2.18,2.28,43.5,tidak stress
0.71,2.38,2.63,1.91,47.32,tidak stress
0.0,0.0,2.04,2.33,11.09,tidak stress
2.12,1.34,3.55,1.36,14.07,tidak stress
0.52,2.81,1.04,0.5,15.77,tidak stress
2.84,0.24,2.44,0.45,13.2,tidak stress
2.2,1.09,3.63,0.93,71.33,stress
2.21,0.95,2.81,0.97,0.64,tidak stress
1.19,1.57,0.73,1.18,39.74,tidak stress
3.82,1.89,1.99,2.15,51.32,stress
1.61,1.59,1.69,0.36,25.52,tidak stress
3.47,2.03,2.83,1.34,69.59,stress
2.34,2.17,0.73,1.08,21.49,tidak stress
2.32,0.97,2.17,0.42,32.79,tidak stress
1.78,1.6,2.9,1.23,60.45,stress
3.2,1.98,1.15,0.84,26.85,tidak stress
2.5,2.74,4.49,1.06,32.2,tidak stress
0.99,1.24,1.85,0.49,74.42,stress
1.79,2.03,1.85,2.22,7.55,tidak stress
1.98,2.43,1.45,1.6,85.97,stress
1.69,1.32,3.44,1.87,64.48,stress
1.62,3.4,3.72,1.48,35.98,tidak stress
3.27,1.09,1.96,2.81,41.2,tidak stress
2.81,1.36,1.88,1.48,49.66,tidak stress
1.59,0.91,1.14,0.68,40.79,tidak stress
3.33,0.54,3.41,1.83,60.72,stress
2.01,2.51,3.4,0.84,49.17,tidak stress
2.84,1.65,2.87,1.49,48.3,tidak stress
2.97,0.11,2.68,0.65,15.77,tidak stress
1.52,1.34,1.43,1.37,83.84,stress
0.8,0.92,2.6,0.77,42.53,tidak stress
1.14,0.71,1.22,1.61,19.74,tidak stress
0.82,0.0,2.51,2.21,13.42,tidak stress
2.57,1.33,2.59,1.85,34.41,tidak stress
2.26,1.92,0.0,2.9,34.29,tidak stress
2.63,2.19,1.85,1.42,29.74,tidak stress
2.81,2.44,0.39,2.6,30.78,tidak stress
1.31,0.17,0.0,0.39,52.12,stress
2.84,2.72,2.32,1.56,25.48,tidak stress
1.55,1.94,2.45,2.47,70.71,stress
0.81,0.78,0.64,1.53,56.15,stress
3.98,1.12,1.84,1.82,11.61,tidak stress
2.58,3.38,3.63,1.58,55.8,stress
2.07,0.0,1.96,1.41,52.59,stress
3.06,2.47,1.19,1.38,51.01,stress
1.37,2.59,0.75,1.14,63.6,stress
3.14,1.98,2.81,1.45,92.63,stress
3.76,1.98,2.86,1.57,15.66,tidak stress
1.19,1.18,1.03,1.2,66.14,stress
2.79,2.4,1.07,1.98,47.57,tidak stress
1.6,3.46,3.31,1.21,32.82,tidak stress
1.36,1.73,1.63,1.86,23.79,tidak stress
1.58,1.72,0.45,1.3,14.57,tidak stress
1.05,0.83,2.17,1.11,42.83,tidak stress
0.49,0.37,2.09,1.61,54.05,stress
1.65,2.67,3.14,1.47,2.76,tidak stress
2.65,2.01,2.06,1.61,70.03,stress
1.67,1.95,2.01,1.2,19.45,tidak stress
2.43,3.12,1.44,1.2,76.87,stress
3.94,0.57,2.04,1.8,81.91,stress
1.91,1.02,1.7,1.37,98.9,stress
1.7,0.12,1.37,1.8,87.0,stress
2.9,0.63,2.55,1.28,8.21,tidak stress
1.05,2.48,2.4,1.55,9.24,tidak stress
1.58,0.64,1.18,1.9,14.02,tidak stress
2.72,1.07,4.29,1.53,28.49,tidak stress
1.82,2.22,2.76,2.03,87.42,stress
3.55,1.73,3.24,1.79,16.1,tidak stress
0.0,1.72,2.55,1.91,55.37,stress
1.05,1.57,1.68,1.52,10.17,tidak stress
2.41,0.37,0.3,1.63,21.19,tidak stress
2.64,1.97,1.25,0.93,76.09,stress
1.85,2.45,0.53,0.0,39.3,tidak stress
2.45,2.45,1.65,1.41,75.63,stress
3.04,0.53,2.4,0.88,51.04,stress
0.77,0.36,0.68,0.51,98.5,stress
2.07,1.06,1.48,1.25,23.0,tidak stress
0.26,1.3,1.4,1.81,14.93,tidak stress
2.32,2.24,0.46,2.61,19.76,tidak stress
1.01,1.89,1.74,0.75,67.23,stress
1.76,0.0,0.0,2.54,39.05,tidak stress
1.23,1.82,4.02,1.49,13.95,tidak stress
1.36,1.94,0.49,1.14,44.31,tidak stress
3.58,2.39,1.83,2.58,89.66,stress
1.62,2.23,1.97,1.46,55.48,stress
0.86,2.39,0.8,1.31,64.25,stress
2.72,1.73,2.73,1.85,23.29,tidak stress
0.0,0.55,1.36,1.43,39.69,tidak stress
2.51,1.45,2.98,2.33,31.28,tidak stress
0.29,1.03,2.35,2.18,10.85,tidak stress
1.48,1.05,1.92,1.12,37.49,tidak stress
2.73,0.65,3.01,1.36,17.35,tidak stress
1.39,1.16,1.32,2.4,39.58,tidak stress
2.86,1.96,1.6,0.62,75.58,stress
2.27,2.4,2.24,1.57,75.24,stress
3.05,0.75,2.86,2.15,99.41,stress
1.47,3.87,2.86,1.58,31.39,tidak stress
2.77,1.7,1.25,1.53,47.62,tidak stress
2.67,1.74,0.8,1.4,77.63,stress
0.0,2.34,3.73,2.67,22.18,tidak stress
1.82,1.9,1.2,1.47,62.47,stress
2.05,1.1,1.51,1.23,87.07,stress
1.57,1.19,3.05,2.32,97.07,stress
2.98,0.92,2.35,1.8,28.25,tidak stress
4.47,1.94,3.87,2.0,69.37,stress
1.31,3.29,3.31,2.6,50.05,stress
1.44,1.9,1.76,1.23,90.3,stress
0.93,0.93,2.15,1.88,7.81,tidak stress
1.63,2.03,1.57,1.96,20.99,tidak stress
2.34,2.04,1.51,1.45,88.83,stress
2.06,0.54,3.38,1.74,2.65,tidak stress
2.07,2.08,2.36,1.2,35.06,tidak stress
2.15,1.51,1.38,1.49,79.03,stress
2.25,2.48,1.42,1.0,77.35,stress
3.81,1.03,2.59,0.98,59.17,stress
3.32,3.14,1.08,2.04,20.79,tidak stress
2.89,2.6,3.49,2.11,24.83,tidak stress
3.21,1.28,2.54,1.83,84.0,stress
1.39,0.94,0.59,1.52,72.39,stress
2.17,0.45,3.07,2.66,56.69,stress
2.21,1.0,0.0,1.77,44.98,tidak stress
2.33,0.94,2.65,2.02,85.37,stress
1.19,0.0,0.0,0.25,4.46,tidak stress
1.76,0.79,2.84,2.71,80.03,stress
1.16,0.94,1.37,1.51,9.39,tidak stress
2.44,2.29,2.63,1.27,68.24,stress
1.09,0.35,1.54,0.4,65.97,stress
3.53,2.83,2.21,0.6,40.04,tidak stress
1.33,2.2,0.3,1.96,77.39,stress
2.47,1.45,1.8,1.85,50.48,stress
2.33,2.87,2.26,1.74,96.11,stress
2.46,3.35,1.55,2.12,60.49,stress
2.39,2.84,2.04,0.75,51.49,stress
0.79,1.48,1.27,1.15,1.74,tidak stress
0.94,0.04,3.26,1.84,33.82,tidak stress
1.96,2.0,3.05,2.12,69.84,stress
1.7,2.88,1.53,1.82,46.36,tidak stress
1.63,2.05,0.17,1.38,18.49,tidak stress
1.76,2.85,3.25,1.4,22.5,tidak stress
2.51,2.22,1.28,1.07,73.3,stress
1.56,1.22,2.65,1.94,52.13,stress
0.28,0.71,2.3,1.94,51.2,stress
1.59,0.8,3.97,1.41,31.86,tidak stress
1.44,2.44,1.71,2.35,96.28,stress
1.34,0.77,0.81,0.79,83.82,stress
3.38,0.0,1.38,0.73,64.7,stress
1.68,1.75,2.08,1.39,4.63,tidak stress
0.87,1.08,2.19,1.59,47.72,tidak stress
2.89,1.73,1.68,1.38,3.82,tidak stress
1.68,1.09,3.88,0.69,3.26,tidak stress
3.25,0.59,2.81,1.65,62.38,stress
2.97,2.05,2.77,1.66,11.27,tidak stress
2.35,0.33,4.11,1.32,23.83,tidak stress
2.47,1.69,2.78,1.72,72.47,stress
1.11,0.64,2.74,1.9,97.74,stress
0.94,1.2,1.77,0.28,98.55,stress
0.89,1.82,2.21,2.02,8.47,tidak stress
3.85,1.07,2.02,1.4,71.33,stress
0.34,1.11,3.73,1.8,84.99,stress
2.85,0.81,3.78,1.52,40.33,tidak stress
1.14,0.0,0.6,1.68,38.36,tidak stress
2.38,1.19,2.33,1.46,76.23,stress
1.03,4.13,4.0,2.23,1.07,tidak stress
0.69,3.09,1.91,0.85,5.3,tidak stress
5.05,2.19,3.11,1.56,1.34,tidak stress
2.09,2.0,2.33,1.02,40.43,tidak stress
3.49,2.3,3.45,1.49,67.41,stress
1.6,2.33,3.15,1.67,52.37,stress
2.63,1.16,2.25,1.63,3.32,tidak stress
2.52,0.33,0.0,1.37,57.61,stress
0.52,0.0,2.69,1.9,20.42,tidak stress
2.29,1.61,1.25,2.21,50.75,stress
0.42,3.04,3.02,1.45,37.56,tidak stress
2.09,1.15,1.77,1.83,91.22,stress
1.76,2.21,3.04,1.23,49.39,tidak stress
3.01,1.06,2.13,1.47,93.09,stress
1.26,1.51,2.3,1.12,49.58,tidak stress
1.6,0.96,0.68,1.59,80.58,stress
0.0,2.46,1.88,1.83,82.72,stress
1.87,2.68,2.08,1.83,47.21,tidak stress
0.78,2.16,0.45,2.31,12.88,tidak stress
1.42,2.27,2.45,1.2,34.86,tidak stress
1.12,1.09,2.61,2.6,21.63,tidak stress
0.74,0.0,0.93,1.03,49.6,tidak stress
1.4,3.79,2.0,1.96,36.71,tidak stress
3.05,3.25,1.61,1.92,38.89,tidak stress
4.24,1.6,1.95,1.06,26.65,tidak stress
2.06,1.77,2.87,0.76,79.2,stress
1.19,1.95,2.16,0.84,6.42,tidak stress
2.23,0.0,0.88,1.7,79.3,stress
1.54,2.17,1.25,0.36,62.76,stress
2.18,2.47,2.89,2.34,22.64,tidak stress
0.51,1.73,1.56,1.43,41.11,tidak stress
2.1,0.72,1.97,1.42,63.07,stress
2.98,2.4,2.17,0.18,92.69,stress
3.41,2.03,2.67,1.73,75.27,stress
3.53,1.36,1.55,1.94,6.43,tidak stress
1.47,0.64,2.82,2.22,94.61,stress
2.1,0.0,1.0,1.04,88.83,stress
0.28,1.01,3.95,1.7,38.81,tidak stress
2.18,0.71,2.2,1.77,74.64,stress
0.0,0.34,3.57,1.04,69.0,stress
3.64,1.34,0.0,1.93,64.49,stress
2.13,2.6,1.94,1.18,30.78,tidak stress
4.7,1.0,2.22,1.6,13.83,tidak stress
1.74,0.0,1.21,0.68,50.46,stress
1.45,0.66,3.47,2.11,65.03,stress
2.89,3.09,1.08,1.85,57.22,stress
1.5,0.85,1.52,2.18,17.38,tidak stress
1.17,0.2,0.78,1.68,45.9,tidak stress
0.7,1.47,2.7,1.62,84.12,stress
2.17,1.07,0.0,1.49,81.27,stress
1.47,2.13,1.53,2.21,24.53,tidak stress
0.66,2.02,1.6,1.66,99.71,stress
2.0,0.34,0.0,1.35,23.33,tidak stress
3.4,0.47,2.14,1.46,24.56,tidak stress
0.72,1.1,2.73,1.64,53.0,stress
1.14,1.98,3.69,2.22,65.61,stress
0.9,0.0,3.57,1.73,74.24,stress
2.62,1.19,1.32,1.51,7.15,tidak stress
3.4,1.49,1.59,1.61,5.13,tidak stress
3.15,2.62,0.97,1.8,48.48,tidak stress
3.4,1.89,1.32,0.43,75.63,stress
0.22,1.52,2.05,1.16,89.1,stress
1.1,0.0,1.47,2.15,86.05,stress
1.49,2.42,2.42,1.89,61.86,stress
0.75,1.78,2.23,1.58,61.18,stress
2.66,1.7,3.18,1.9,61.99,stress
2.74,1.74,2.04,1.66,23.3,tidak stress
0.87,0.0,2.06,2.16,53.39,stress
2.55,0.79,1.63,1.0,82.36,stress
3.55,2.45,2.41,0.93,55.86,stress
2.07,2.46,3.33,1.56,2.51,tidak stress
0.71,1.78,1.7,0.72,34.38,tidak stress
1.71,2.19,0.75,0.75,32.41,tidak stress
1.99,0.0,1.88,1.01,88.42,stress
2.22,1.62,1.85,1.85,8.38,tidak stress
2.86,0.56,1.76,1.72,89.59,stress
1.21,1.69,1.2,1.47,60.38,stress
3.67,2.29,1.59,2.43,88.68,stress
2.82,0.49,2.19,0.9,80.13,stress
3.35,2.26,3.31,1.89,71.58,stress
3.87,2.2,1.88,1.61,66.43,stress
1.8,0.68,2.91,2.37,85.31,stress
2.58,0.79,2.93,1.38,84.28,stress
1.01,1.5,3.02,1.4,72.42,stress
2.5,0.73,1.56,2.12,38.62,tidak stress
0.68,1.02,3.56,1.95,91.83,stress
1.3,1.43,1.51,1.1,28.52,tidak stress
3.08,0.71,2.89,1.99,79.43,stress
1.04,1.65,2.33,2.56,54.66,stress
1.74,2.38,1.39,1.18,49.36,tidak stress
2.59,2.34,1.65,1.63,89.95,stress
1.61,2.31,4.14,1.23,44.62,tidak stress
2.36,0.99,1.49,1.0,10.68,tidak stress
1.13,1.05,0.79,1.04,63.53,stress
1.76,0.72,2.2,2.13,55.7,stress
2.59,0.0,3.45,1.6,40.09,tidak stress
2.01,1.58,2.46,1.81,80.58,stress
0.89,1.47,1.42,1.72,71.38,stress
1.67,2.75,1.34,0.31,62.51,stress
1.86,0.0,2.15,1.66,84.57,stress
2.22,1.07,3.0,2.77,75.26,stress
1.07,0.0,1.12,2.24,11.01,tidak stress
1.89,3.1,2.43,1.86,44.12,tidak stress
3.61,0.74,0.0,1.98,37.92,tidak stress
1.55,0.0,0.83,1.92,61.01,stress
1.38,2.87,0.67,0.33,91.13,stress
1.52,0.0,3.45,1.62,12.27,tidak stress
1.27,1.33,2.31,0.67,86.5,stress
2.6,2.32,2.79,1.23,56.17,stress
2.79,2.44,2.29,1.96,91.79,stress
4.07,0.96,1.77,1.55,4.96,tidak stress
2.8,1.84,1.63,2.56,63.7,stress
1.49,1.7,1.01,1.58,3.53,tidak stress
2.83,2.49,0.9,2.05,64.74,stress
2.04,0.35,2.19,1.04,11.45,tidak stress
2.4,1.05,0.99,0.97,82.47,stress
0.25,1.82,3.08,1.34,8.99,tidak stress
1.87,0.8,3.2,0.55,7.04,tidak stress
4.83,2.96,1.95,1.6,93.84,stress
3.52,2.68,2.21,1.21,15.9,tidak stress
1.55,1.69,1.41,1.66,49.34,tidak stress
2.78,3.97,1.78,1.48,24.26,tidak stress
2.77,2.26,1.6,1.45,64.46,stress
1.49,1.16,0.0,1.54,47.0,tidak stress
1.3,1.16,3.72,1.4,74.04,stress
1.57,2.58,1.47,1.85,89.74,stress
1.45,0.84,0.8,2.51,26.05,tidak stress
1.73,1.77,0.0,0.84,97.69,stress
1.87,0.17,0.94,1.61,63.82,stress
1.31,0.52,2.86,1.19,85.63,stress
2.83,0.37,0.71,2.87,8.41,tidak stress
3.33,1.2,1.18,1.75,96.71,stress
1.27,0.16,1.69,1.57,45.03,tidak stress
1.29,1.7,3.18,0.99,51.49,stress
0.39,2.93,0.74,1.42,43.89,tidak stress
3.48,1.74,1.74,1.57,60.43,stress
1.92,1.48,1.57,1.6,59.46,stress
3.03,1.14,2.31,1.25,56.73,stress
1.91,1.95,0.77,0.88,62.43,stress
0.83,1.56,2.06,1.29,75.94,stress
1.74,1.92,0.63,0.99,43.06,tidak stress
2.45,1.69,3.18,1.12,6.02,tidak stress
0.7,1.98,2.62,1.04,32.58,tidak stress
1.93,2.21,3.56,2.4,27.92,tidak stress
3.24,1.6,2.09,1.12,36.73,tidak stress
0.86,1.43,0.94,1.28,93.23,stress
1.06,1.51,1.97,1.72,7.26,tidak stress
1.61,0.83,0.71,1.89,93.17,stress
2.25,1.7,2.42,2.82,91.45,stress
0.55,1.42,0.93,0.39,18.11,tidak stress
2.54,0.0,2.4,1.01,43.0,tidak stress
1.74,0.72,2.33,1.04,34.15,tidak stress
2.01,1.56,1.89,0.99,13.66,tidak stress
0.77,2.2,2.4,2.34,15.54,tidak stress
3.75,2.7,1.57,2.02,7.24,tidak stress
2.66,0.25,1.52,1.71,73.75,stress
1.7,1.34,1.01,1.37,69.79,stress
2.66,3.24,3.37,1.85,12.72,tidak stress
2.12,1.24,2.66,1.35,97.81,stress
2.7,0.58,2.33,1.8,78.94,stress
2.26,0.04,2.05,0.96,48.72,tidak stress
1.54,0.01,2.98,1.01,85.63,stress
1.17,0.13,2.19,2.18,39.69,tidak stress
2.32,2.67,2.34,1.65,84.27,stress
1.13,0.0,2.09,1.63,44.11,tidak stress
3.31,2.23,2.57,1.82,84.04,stress
2.59,1.62,1.05,1.51,27.55,tidak stress
1.14,0.29,0.5,0.54,59.62,stress
2.12,2.67,4.0,2.42,82.25,stress
1.2,1.19,1.55,1.61,90.24,stress
2.3,2.71,2.83,1.79,99.74,stress
3.1,1.15,1.79,0.85,16.38,tidak stress
2.71,0.58,1.88,1.88,2.08,tidak stress
1.18,2.54,2.57,1.12,80.48,stress
1.73,0.9,1.34,1.37,39.88,tidak stress
0.67,1.64,0.0,1.61,17.05,tidak stress
2.54,2.68,2.59,1.02,0.53,tidak stress
2.45,0.88,0.88,1.01,26.35,tidak stress
1.09,0.04,3.49,2.46,56.42,stress
3.98,2.51,2.73,2.21,48.28,tidak stress
1.88,0.14,2.51,0.1,78.19,stress
1.66,0.4,0.33,0.54,73.18,stress
1.47,1.7,2.92,1.63,72.6,stress
1.29,3.21,2.07,1.8,87.32,stress
0.91,0.91,1.83,0.0,67.97,stress
2.76,0.0,2.84,2.52,32.33,tidak stress
1.49,1.7,2.09,0.58,88.9,stress
1.07,2.48,2.58,1.99,86.88,stress
1.5,2.68,1.71,1.33,39.68,tidak stress
1.97,1.04,1.74,2.04,97.11,stress
1.08,1.76,2.07,1.4,99.77,stress
0.15,1.78,1.76,1.68,99.71,stress
1.07,3.7,2.36,1.3,30.66,tidak stress
2.6,1.28,1.13,1.94,22.49,tidak stress
1.54,1.98,2.42,1.28,78.04,stress
0.32,1.43,1.21,0.79,31.17,tidak stress
1.9,0.74,3.18,0.56,57.32,stress
1.71,0.4,1.48,1.24,34.32,tidak stress
2.31,1.45,1.08,1.74,12.0,tidak stress
3.65,0.44,2.16,2.16,64.45,stress
2.66,2.9,1.84,1.82,68.12,stress
2.41,1.63,2.69,1.05,54.52,stress
1.38,2.32,2.64,1.56,8.71,tidak stress
1.99,1.25,2.62,1.54,16.83,tidak stress
3.05,1.65,1.68,1.56,55.73,stress
1.46,2.34,1.96,1.21,1.13,tidak stress
1.83,1.93,2.65,1.69,37.84,tidak stress
0.99,0.46,1.35,0.5,67.44,stress
1.07,1.57,1.31,0.93,52.04,stress
3.6,2.19,1.62,2.02,91.83,stress
0.79,0.63,1.24,1.75,45.43,tidak stress
1.64,0.0,2.31,1.81,57.13,stress
2.61,0.23,1.61,1.77,50.52,stress
3.59,0.76,2.14,1.54,93.28,stress
1.43,2.2,1.92,2.03,34.41,tidak stress
1.87,2.6,2.9,1.25,34.39,tidak stress
3.04,0.94,1.61,0.43,87.08,stress
0.99,0.13,2.07,1.75,78.18,stress
1.23,2.73,0.06,2.44,78.67,stress
2.41,0.08,0.0,1.62,79.18,stress
2.3,0.86,0.73,1.73,17.52,tidak stress
1.91,1.37,3.54,2.07,42.07,tidak stress
